rank,rank-no,player_id,core_shots,core_goals,core_saves,core_assists,core_shooting_percentage,boost_bpm,boost_amount_used_while_supersonic,boost_count_collected_small,boost_count_collected_big,boost_percent_zero_boost,boost_percent_boost_0_25,boost_percent_full_boost,boost_count_stolen_big,movement_avg_speed_percentage,movement_percent_supersonic_speed,movement_percent_ground,movement_percent_low_air,movement_percent_high_air,positioning_percent_most_back,positioning_percent_most_forward,positioning_percent_closest_to_ball,positioning_percent_farthest_from_ball,positioning_percent_behind_ball,positioning_percent_infront_ball,positioning_percent_defensive_third,positioning_percent_neutral_third,positioning_percent_offensive_third,demo_inflicted,demo_taken
grand-champion-1,19,76561199003885161,0.451,27.777,0.266,25.0,28.333,469.1,81.384,9.341,4.934,16.26,37.776,12.752,1.145,70.36,19.346,49.389,44.102,6.507,28.965,41.247,32.548,36.733,65.196,34.803,43.391,32.647,23.961,0.295,0.156
grand-champion-1,19,76561198398342040,0.428,50.666,0.202,28.666,48.333,367.7,71.39,14.623,3.274,5.113,23.189,13.389,0.472,68.321,15.858,60.317,34.028,5.653,34.333,31.803,31.347,34.018,72.936,27.063,46.935,33.18,19.884,0.113,0.245
grand-champion-1,19,76561198799000496,0.576,35.666,0.167,16.666,38.999,462.8,76.678,13.703,4.432,16.26,38.37,7.735,0.646,68.652,18.025,53.823,40.279,5.897,29.831,34.049,37.009,28.267,69.31,30.689,44.88,30.99,24.128,0.203,0.159
grand-champion-1,19,0501888a5f8f47faa074e40cefe750e3,0.565,22.5,0.173,45.0,21.166,349.3,29.684,13.844,3.206,7.861,26.978,12.82,0.645,64.352,8.267,59.22,35.377,5.401,37.859,30.265,31.454,35.814,74.804,25.195,45.85,33.309,20.84,0.206,0.126
grand-champion-1,19,08974cb1b9f547b0ba34955ebab51099,0.388,20.0,0.301,26.666,17.5,297.0,23.734,10.368,2.93,5.786,22.387,22.898,0.511,66.539,12.962,54.297,39.667,6.035,34.022,33.984,32.267,35.584,72.836,27.163,45.63,34.025,20.344,0.109,0.073
grand-champion-1,19,76561198866234752,0.727,40.833,0.193,27.5,30.714,396.1,46.199,13.462,3.907,7.052,29.153,12.878,0.762,67.039,13.837,58.296,35.604,6.098,33.483,31.525,34.129,32.314,72.874,27.125,44.717,34.992,20.289,0.197,0.115
grand-champion-1,19,93b2f433f8b842289f815db2332f1733,0.455,41.666,0.053,25.0,35.666,354.1,48.505,11.853,3.216,9.301,30.025,11.556,0.614,67.986,16.055,59.967,36.542,3.489,34.848,32.152,33.587,31.117,72.992,27.007,46.303,33.863,19.832,0.06,0.227
grand-champion-1,19,5dfec608e2534f57987a0f5a1eb79e34,0.594,54.444,0.201,40.555,43.666,395.8,48.776,12.219,4.236,7.557,24.334,9.633,0.902,66.3,13.235,56.539,38.094,5.365,30.224,39.927,33.773,35.592,66.169,33.83,45.026,31.279,23.694,0.295,0.185
grand-champion-1,19,48d922e8888a44f287ef0caad38757b3,0.462,25.925,0.211,5.555,21.666,318.8,38.978,11.344,2.71,11.841,34.935,9.007,0.499,63.73,11.664,56.753,38.236,5.01,34.73,32.107,31.536,33.496,72.058,27.941,47.964,30.148,21.886,0.219,0.056
grand-champion-1,19,f462cffc24324401af6e02052f62436c,0.435,37.962,0.23,35.185,27.857,394.4,29.989,10.768,3.752,10.222,33.231,6.459,0.615,63.565,8.336,53.299,42.518,4.181,33.907,33.705,33.818,33.14,69.239,30.76,50.024,28.466,21.509,0.04,0.085
grand-champion-1,19,ac6c886855434378949ae77454026d4c,0.5,58.333,0.27,14.814,59.999,367.5,56.818,8.552,3.53,11.39,32.237,14.971,0.645,64.286,12.181,55.199,38.801,5.999,31.945,33.832,37.408,28.341,71.575,28.424,50.199,30.366,19.433,0.14,0.17
grand-champion-1,19,76561199057613970,0.462,16.666,0.184,43.333,19.0,383.4,42.041,13.844,3.558,9.64,28.34,9.42,0.836,64.978,15.906,49.672,44.818,5.508,35.23,32.297,34.556,33.731,73.887,26.112,49.195,29.11,21.693,0.19,0.184
grand-champion-1,19,76561198158000267,0.52,47.5,0.281,21.666,46.999,352.4,26.786,10.334,3.43,9.727,31.347,12.163,0.51,65.513,11.824,53.745,40.189,6.064,32.94,32.855,36.029,33.498,71.51,28.489,44.281,33.685,22.032,0.1,0.338
grand-champion-1,19,76561198161146400,0.479,14.166,0.319,53.0,22.5,378.6,51.081,12.583,3.961,9.112,29.137,10.313,0.796,65.782,12.369,59.242,36.207,4.549,35.083,35.044,34.893,34.424,71.505,28.494,47.099,32.082,20.818,0.218,0.238
grand-champion-1,19,76561198016284367,0.478,21.666,0.199,4.166,18.095,254.0,19.779,9.01,2.724,7.003,27.734,14.954,0.476,58.413,6.076,62.135,33.372,4.491,35.446,31.011,28.54,35.484,70.831,29.168,45.635,32.961,21.402,0.058,0.4
grand-champion-1,19,76561198257682914,0.539,17.592,0.188,41.666,17.0,396.0,64.46,11.624,3.974,8.26,25.46,13.429,0.852,67.356,17.087,56.548,38.936,4.514,29.689,40.34,34.549,33.602,68.617,31.382,49.547,30.807,19.644,0.224,0.203
grand-champion-1,19,76561198847544265,0.724,44.166,0.204,18.333,27.999,409.8,60.616,11.571,4.027,9.737,29.998,10.476,0.869,68.452,15.065,52.675,40.483,6.84,29.621,34.299,35.074,31.971,71.63,28.369,42.219,33.332,24.447,0.192,0.14
grand-champion-1,19,76561198961788304,0.49,40.833,0.113,9.166,32.999,416.1,65.89,12.589,4.118,11.339,36.808,11.353,0.82,70.339,21.438,50.712,41.875,7.411,29.614,37.675,35.75,30.854,68.852,31.147,45.636,32.686,21.677,0.235,0.057
grand-champion-1,19,1647fb0d5f9e4df69295e942bec0d0ab,0.411,36.666,0.364,22.5,34.166,330.3,24.88,14.2,2.705,9.675,31.296,7.212,0.46,61.321,8.013,59.515,36.466,4.018,34.478,28.031,31.953,31.129,74.574,25.425,48.951,31.993,19.055,0.145,0.143
grand-champion-1,19,76561198246676828,0.405,16.166,0.311,37.5,22.261,426.7,36.523,10.591,4.566,10.439,27.932,10.972,1.038,66.156,13.707,50.278,44.451,5.269,29.314,37.218,36.181,30.773,67.752,32.247,46.241,30.165,23.592,0.246,0.093
grand-champion-1,19,d11f75707aaf4073aadf1f624ed5b76d,0.668,43.166,0.169,14.166,25.333,448.8,55.203,11.897,4.413,11.816,32.003,8.57,0.835,70.395,16.446,54.602,39.855,5.541,30.156,36.613,33.176,34.548,66.756,33.243,42.571,34.076,23.352,0.318,0.068
grand-champion-1,19,e0333a66a7ce4d5195fda8a13576c7c4,0.433,35.833,0.353,18.333,45.0,458.6,38.221,9.304,4.786,15.114,31.873,12.559,0.807,67.395,13.695,55.57,37.84,6.588,30.401,33.937,32.1,36.231,70.439,29.56,43.88,34.016,22.102,0.06,0.159
champion-3,18,76561198005417690,0.539,22.0,0.24,29.0,21.666,337.8,47.2,12.02,3.38,8.372,27.024,11.419,0.68,61.347,7.277,62.828,31.922,5.249,35.499,31.133,32.361,35.467,75.645,24.354,49.864,30.713,19.421,0.16,0.14
champion-3,18,RAMPAGEx14x,0.457,32.407,0.216,44.814,34.999,334.5,38.126,10.811,3.459,7.872,26.101,10.947,0.695,63.408,7.934,59.423,34.388,6.187,27.65,37.611,33.264,32.209,65.29,34.709,45.777,30.591,23.63,0.199,0.12
champion-3,18,06f20652f3010900,0.62,52.777,0.159,12.962,42.333,387.7,59.48,11.18,3.48,11.59,31.554,11.255,0.6,65.695,12.255,61.258,34.79,3.95,35.506,28.668,32.133,32.432,71.489,28.51,44.654,33.308,22.037,0.16,0.08
champion-3,18,43ebbcd7f53e46938fd8418d132847b6,0.62,53.703,0.1,13.888,35.666,352.3,36.14,13.379,2.859,13.956,35.718,9.232,0.64,64.352,9.432,61.737,33.648,4.613,28.135,35.092,34.262,29.372,68.454,31.545,42.691,35.316,21.992,0.24,0.1
champion-3,18,76561199081766312,0.44,26.851,0.179,18.518,15.333,503.6,139.6,9.059,5.639,13.143,34.779,17.241,1.16,72.586,23.596,55.252,38.496,6.251,34.121,37.201,32.937,38.138,69.678,30.321,46.139,30.828,23.032,0.3,0.199
champion-3,18,6939ea4c7f1c4526a8f9c3bd871c93d3,0.648,67.291,0.259,13.75,50.666,387.6,45.829,10.68,4.081,7.022,26.719,18.421,0.964,68.765,16.46,53.66,39.057,7.282,33.662,31.642,36.675,30.581,72.145,27.854,44.122,32.398,23.478,0.135,0.194
champion-3,18,81dc7a81212f4f9994777df61f3da454,0.193,9.259,0.173,50.0,10.0,385.3,51.71,8.599,3.915,15.053,35.664,15.144,0.647,65.547,12.547,57.979,36.366,5.654,32.73,35.366,31.686,36.544,66.134,33.865,46.902,33.461,19.636,0.1,0.193
champion-3,18,76561198368657756,0.384,22.916,0.183,25.0,12.5,441.6,33.965,13.743,3.953,16.553,38.985,5.011,0.787,69.752,20.227,49.833,46.325,3.841,30.691,34.162,34.349,33.351,69.821,30.178,44.505,33.238,22.256,0.258,0.172
champion-3,18,7279f0eb633f4a84a36f4b7371719066,0.441,64.583,0.294,25.0,38.333,361.6,27.616,9.612,3.275,15.369,32.153,11.155,0.347,62.421,10.186,55.536,39.114,5.348,35.352,31.575,34.804,30.751,73.192,26.807,48.667,32.288,19.043,0.198,0.175
champion-3,18,b91267661e15473c982810ffa921d1f5,0.5,22.962,0.105,28.148,16.261,336.2,22.976,6.593,3.759,10.652,28.121,18.585,0.666,61.317,8.988,61.411,34.124,4.464,31.206,34.366,33.004,32.524,68.878,31.121,48.878,32.097,19.024,0.049,0.079
champion-3,18,fb62d1aa11a84f95b88d52187cdc92ed,0.47,40.666,0.24,24.333,39.166,334.4,28.818,11.893,2.983,8.813,31.337,10.053,0.467,62.773,8.592,55.063,38.742,6.194,35.84,29.833,36.945,30.74,71.038,28.961,45.944,35.16,18.895,0.209,0.16
champion-3,18,76561198078858520,0.364,38.666,0.133,18.333,44.999,321.3,35.594,10.871,3.005,9.299,24.76,13.442,0.731,63.491,10.892,58.147,37.217,4.635,31.19,37.341,34.521,33.146,69.059,30.94,47.024,31.594,21.38,0.228,0.168
champion-3,18,76561198023741596,0.275,42.857,0.108,21.428,26.666,314.1,25.363,10.942,2.834,10.782,27.046,11.259,0.629,62.1,8.239,57.902,37.2,4.897,30.49,34.603,31.868,32.086,67.456,32.543,45.026,32.977,21.995,0.116,0.167
champion-3,18,2b4832cf9631432fbbee09c6ac33b797,0.59,32.333,0.294,12.5,25.333,350.9,35.743,12.138,3.745,7.445,25.7,12.845,0.713,64.695,10.359,55.146,39.373,5.479,31.318,35.492,37.103,30.974,73.051,26.948,45.711,32.247,22.04,0.143,0.103
champion-3,18,4da9f1cd86e64accacd18954c6881065,0.342,12.962,0.169,40.74,11.666,323.3,23.84,13.503,2.847,7.733,27.056,6.582,0.675,65.895,10.989,52.769,41.86,5.369,38.274,31.074,30.004,38.976,72.777,27.222,46.184,31.83,21.985,0.177,0.213
champion-3,18,76561199251970599,0.581,55.0,0.2,16.666,56.666,400.4,55.118,10.861,3.653,15.628,34.415,11.681,0.965,69.786,17.747,53.115,40.307,6.577,28.949,35.432,36.547,29.642,70.321,29.678,44.187,31.0,24.811,0.256,0.136
champion-3,18,76561198799692556,0.594,25.0,0.117,22.222,15.833,434.1,67.458,11.161,4.234,15.46,36.023,8.623,0.574,69.647,18.241,56.183,38.296,5.519,36.841,31.634,32.465,35.812,73.5,26.499,49.599,32.601,17.798,0.146,0.34
champion-3,18,76561198809237870,0.48,23.333,0.259,17.833,31.666,395.3,55.38,9.84,3.96,16.088,35.307,11.071,0.6,69.517,17.556,54.664,40.728,4.606,34.346,33.099,30.013,36.182,71.629,28.37,47.913,30.798,21.287,0.12,0.2
champion-3,18,76561198033683174,0.568,48.888,0.282,27.592,48.166,390.6,72.712,13.054,3.701,11.759,31.121,9.004,0.53,70.147,19.165,53.249,40.439,6.31,32.051,36.639,36.016,32.818,69.015,30.984,51.452,31.062,17.484,0.235,0.228
champion-3,18,76561198095866683,0.252,12.777,0.231,24.444,21.666,316.2,40.112,11.896,2.734,9.177,30.863,10.698,0.155,63.0,10.141,64.701,32.114,3.183,36.658,28.905,28.45,35.452,71.937,28.062,55.639,31.365,12.995,0.059,0.169
champion-3,18,76561198344539822,0.433,38.333,0.348,25.0,35.666,375.9,27.088,12.341,3.708,15.357,41.093,13.188,0.365,64.96,12.39,54.287,38.86,6.852,32.575,33.605,34.661,32.854,70.29,29.709,53.637,29.882,16.479,0.15,0.246
champion-3,18,e28aae86c534470ab35298905e14fc8f,0.695,55.0,0.413,12.5,25.44,450.8,77.81,11.347,4.69,11.231,33.277,14.207,0.726,70.539,20.475,55.977,37.163,6.859,33.111,35.206,38.93,30.616,74.704,25.295,46.6,31.034,22.365,0.327,0.199
champion-3,18,2afa963f40e948fd8c4ffa2dd9e54a8a,0.398,20.833,0.155,13.333,22.499,317.9,23.241,11.424,2.795,9.257,25.161,10.338,0.434,66.608,10.825,58.35,36.717,4.931,37.212,30.257,30.457,37.38,74.712,25.287,47.906,33.625,18.468,0.146,0.112
champion-3,18,93f6cbc894f94fb1af196a44431cb2cb,0.457,24.166,0.128,29.166,32.499,281.6,34.647,8.013,2.863,8.669,24.815,17.154,0.428,63.6,10.248,60.935,35.023,4.041,32.325,35.233,31.185,34.663,71.603,28.396,47.347,30.926,21.726,0.085,0.242
champion-3,18,76561198052083138,0.245,4.166,0.403,29.166,5.0,262.6,14.431,9.985,2.354,7.696,21.226,20.517,0.368,57.682,4.897,60.89,34.971,4.137,35.098,33.735,33.146,34.423,70.929,29.07,51.737,29.601,18.66,0.04,0.146
champion-3,18,PRI_XxblazexX,0.353,21.296,0.179,38.888,30.0,300.3,24.157,8.644,3.248,7.773,25.452,15.678,0.626,61.313,11.622,55.416,39.125,5.458,28.654,37.349,35.902,27.882,69.16,30.839,43.494,32.442,24.062,0.136,0.1
champion-3,18,76561198013312084,0.487,34.259,0.17,23.148,40.0,367.9,50.17,11.976,3.145,13.974,37.881,6.521,0.462,67.069,12.501,55.283,39.187,5.528,37.898,31.93,25.967,42.688,70.974,29.025,49.115,31.371,19.512,0.311,0.108
champion-3,18,76561198841870298,0.552,32.0,0.201,35.666,36.333,399.0,48.061,11.324,3.748,11.239,30.761,7.438,0.623,69.095,17.577,56.702,40.31,2.987,31.141,34.726,30.71,34.823,70.833,29.166,50.461,30.014,19.524,0.122,0.227
champion-3,18,76561198338441172,0.549,52.5,0.46,20.833,33.666,452.7,77.929,10.953,4.355,18.233,44.197,6.402,0.776,72.999,22.133,48.384,44.638,6.977,27.883,35.952,38.624,29.456,70.27,29.729,47.93,29.677,22.391,0.313,0.202
champion-3,18,888b06daff684cb7a4c07242de357a1a,0.445,41.666,0.158,9.629,41.666,319.1,33.06,12.969,2.597,9.518,30.817,11.577,0.562,62.678,9.096,62.151,34.868,2.98,32.452,34.667,33.813,32.432,69.449,30.55,49.324,29.898,20.776,0.372,0.152
champion-2,17,76561199063901441,0.432,36.5,0.291,29.833,41.5,372.8,18.053,13.446,3.782,10.666,27.802,9.459,0.726,66.126,12.701,53.655,40.441,5.902,32.64,32.539,32.866,33.301,71.529,28.47,42.268,34.512,23.219,0.14,0.191
champion-2,17,0432c36c078b47b4835ff66e1b1f22c1,0.577,34.333,0.18,27.666,30.833,377.5,52.18,10.714,4.216,7.217,26.353,16.378,0.916,67.908,14.35,52.984,40.435,6.58,30.597,36.072,32.873,31.852,67.411,32.588,41.631,33.81,24.558,0.238,0.16
champion-2,17,db6fea08582b4853b80ee7866666d567,0.607,31.166,0.18,29.5,24.833,355.7,66.048,13.862,3.152,9.121,32.143,9.68,0.692,66.217,14.739,58.259,37.259,4.481,35.791,33.091,33.295,34.93,72.985,27.014,44.003,33.916,22.08,0.12,0.08
champion-2,17,dfbd99db28254cd5818933b1e3016568,0.401,30.0,0.161,30.0,24.166,324.6,51.264,8.935,3.45,7.623,22.892,18.581,0.591,64.539,11.208,59.401,34.786,5.812,31.596,31.534,35.928,29.779,70.631,29.368,46.451,31.151,22.396,0.106,0.206
champion-2,17,76561197967241903,0.415,23.333,0.237,27.5,39.999,316.5,41.793,9.852,3.4,9.488,26.111,22.525,0.537,64.63,9.997,55.282,38.962,5.754,34.052,31.896,35.174,34.113,72.258,27.741,49.53,31.086,19.383,0.216,0.077
champion-2,17,b98c9d4b0b27421e90a5b65c0d867d17,0.417,29.166,0.175,22.5,34.999,375.6,53.593,8.91,3.956,15.857,32.887,13.541,0.743,68.2,13.918,58.51,36.625,4.863,34.955,34.91,30.53,38.66,68.149,31.85,46.545,29.985,23.468,0.166,0.098
champion-2,17,7e0b00c53d224942b887fe69058c5805,0.445,36.458,0.211,6.25,29.5,343.5,40.787,9.645,3.405,12.519,31.6,11.258,0.787,63.613,8.335,60.697,34.983,4.319,31.115,38.359,37.798,29.281,69.002,30.997,43.117,34.775,22.106,0.275,0.235
champion-2,17,e3abe7d20f984411b941f2d7a5ca8295,0.55,54.814,0.233,20.37,29.285,356.6,44.771,12.254,3.406,9.919,27.77,9.975,0.546,63.926,12.164,56.712,39.193,4.094,31.936,31.319,32.009,34.086,70.417,29.582,47.682,31.334,20.982,0.133,0.173
champion-2,17,46f39c0d537a4b9ebfa231923ee50606,0.335,19.259,0.197,26.666,28.333,325.9,38.848,9.095,3.345,9.584,33.863,9.112,0.374,63.391,8.551,55.385,40.475,4.138,36.436,30.557,30.64,36.858,74.414,25.585,49.422,30.716,19.861,0.137,0.097
champion-2,17,2661c5f543564475a5b2262304a7cbfc,0.418,58.75,0.267,15.416,37.499,358.8,42.252,9.325,3.629,8.984,28.698,21.449,0.491,65.539,12.665,55.295,38.856,5.847,30.229,37.215,34.248,30.701,68.014,31.985,50.238,31.092,18.668,0.151,0.095
champion-2,17,76561198083983944,0.469,37.0,0.244,17.0,27.023,384.2,56.029,9.199,3.874,13.671,30.891,12.333,0.545,68.63,15.775,60.172,36.894,2.933,34.448,34.58,32.272,37.251,69.983,30.016,50.674,29.607,19.718,0.159,0.129
champion-2,17,6f6a4f0631ca4bd08b1a5f92ac937823,0.333,28.333,0.146,12.5,39.5,384.3,43.4,10.501,3.423,16.978,42.444,7.799,0.349,65.378,12.751,52.559,43.176,4.263,38.356,28.969,32.917,35.139,74.946,25.053,55.925,27.759,16.314,0.198,0.3
champion-2,17,76561198271874767,0.336,13.888,0.274,15.74,22.0,249.9,14.673,9.932,2.237,10.665,29.832,9.495,0.492,58.521,6.194,58.825,36.489,4.685,34.021,38.744,34.456,38.019,67.343,32.656,49.26,29.899,20.839,0.034,0.325
champion-2,17,33ec402e98ed40a3b4c30861c29077bd,0.598,45.37,0.215,27.777,28.999,319.9,11.413,11.693,2.974,10.052,30.889,12.496,0.355,62.373,8.723,55.775,38.162,6.062,37.485,30.791,32.571,34.408,75.119,24.88,51.022,29.582,19.394,0.114,0.092
champion-2,17,29e9dd189fde4a0780dab6c471bed774,0.481,17.5,0.092,36.666,20.833,357.2,31.169,12.351,3.604,6.82,29.582,11.708,0.449,64.9,10.006,60.375,34.0,5.624,31.292,35.02,32.771,35.208,69.515,30.484,48.132,32.125,19.741,0.096,0.248
champion-2,17,piyopiyo-tyannnn,0.489,34.0,0.175,14.5,34.833,370.5,33.723,12.409,3.733,10.583,29.008,7.449,0.663,65.269,11.834,58.429,36.101,5.468,30.07,35.576,34.269,30.55,69.165,30.834,46.747,29.79,23.462,0.157,0.148
champion-2,17,f4b98fa04b9a409ebd2d243e82f3a004,0.699,51.851,0.302,21.666,40.095,427.2,37.217,9.595,4.259,12.721,34.911,10.804,0.698,65.369,14.745,50.95,43.575,5.473,34.811,30.055,36.665,27.683,73.653,26.346,49.733,30.161,20.105,0.115,0.111
champion-2,17,a0a911268bd44e2d9d3148423a8da99c,0.31,24.629,0.15,25.925,48.333,399.3,91.265,10.883,4.02,17.917,39.693,8.954,0.882,67.617,15.608,60.124,36.611,3.263,27.466,39.536,28.89,38.132,64.929,35.07,45.363,29.56,25.075,0.238,0.189
champion-2,17,76561198078261876,0.398,20.333,0.204,9.0,22.499,437.1,92.943,13.936,4.548,10.966,34.089,9.945,0.608,68.308,16.263,61.167,34.178,4.654,39.241,28.079,28.755,38.201,72.799,27.2,52.113,31.49,16.396,0.124,0.1
champion-2,17,76561198257963632,0.391,33.125,0.099,13.541,35.333,374.2,61.228,12.302,3.373,10.867,36.127,13.981,0.734,65.63,12.921,60.474,34.449,5.076,34.419,34.137,30.653,36.058,68.269,31.73,47.036,32.712,20.251,0.243,0.157
champion-2,17,76561199012476118,0.62,34.0,0.291,42.333,35.666,414.2,77.561,13.391,4.374,7.599,27.803,12.644,0.724,69.717,18.672,54.596,39.247,6.156,33.049,35.543,38.078,30.159,70.432,29.567,44.231,33.222,22.545,0.421,0.228
champion-2,17,76561198141228086,0.478,21.25,0.176,20.833,27.5,459.0,79.636,13.537,4.155,14.031,39.656,9.255,0.848,70.186,19.777,53.981,41.008,5.009,34.673,32.902,32.459,34.307,73.387,26.612,48.902,30.122,20.974,0.134,0.14
champion-2,17,76561199058627343,0.523,35.0,0.332,45.833,28.666,261.8,14.323,7.376,2.638,6.666,27.055,11.083,0.346,59.295,5.492,64.314,32.369,3.316,31.244,35.269,32.935,34.649,65.762,34.237,47.438,33.347,19.214,0.17,0.205
champion-2,17,5f8aeda7a2f7412ea924502b850befe6,0.407,47.5,0.228,17.5,40.666,418.2,61.48,9.471,4.039,14.631,31.615,15.167,0.975,64.113,11.093,58.738,36.01,5.25,31.117,35.967,36.057,32.65,68.515,31.484,45.369,29.76,24.869,0.14,0.171
champion-2,17,76561198026162893,0.322,24.166,0.287,30.0,29.999,327.6,25.032,9.156,3.395,8.963,28.583,16.517,0.643,63.273,9.0,59.191,36.559,4.249,38.759,30.236,33.65,33.893,70.414,29.585,52.089,30.216,17.693,0.157,0.115
champion-2,17,7ad70634c7c84727b5edf5140297e2ca,0.353,36.111,0.293,17.592,20.833,368.2,56.304,10.449,3.153,11.436,32.69,7.386,0.658,63.017,10.143,60.689,35.771,3.539,34.656,31.647,33.135,32.042,72.002,27.997,47.613,29.101,23.285,0.143,0.236
champion-2,17,76561198971969411,0.777,54.629,0.303,11.111,29.0,463.6,54.659,9.356,4.656,22.063,39.579,17.05,1.029,69.508,19.584,46.944,47.961,5.094,32.14,35.244,35.508,33.243,71.23,28.769,42.795,32.161,25.042,0.173,0.266
champion-2,17,76561197983614206,0.559,26.0,0.231,15.333,16.333,284.2,21.869,11.849,2.373,4.691,22.078,11.035,0.587,61.156,5.943,61.112,33.619,5.267,36.452,31.113,31.322,35.048,71.307,28.692,46.452,31.424,22.122,0.031,0.239
champion-2,17,76561198112771007,0.38,36.111,0.3,15.925,22.666,302.6,25.299,10.24,2.86,9.267,36.388,9.985,0.199,61.226,7.163,57.842,37.01,5.146,43.918,23.63,30.219,38.391,75.256,24.743,56.886,27.56,15.552,0.14,0.159
champion-2,17,76561198109494802,0.635,56.296,0.194,0.0,47.666,322.5,19.899,12.652,2.839,7.117,26.626,10.464,0.588,63.291,8.645,58.379,35.973,5.646,29.097,35.915,32.561,31.293,66.32,33.679,44.8,33.994,21.205,0.151,0.084
champion-1,16,b40690cef4010900,0.81,63.703,0.22,15.555,36.75,420.4,113.259,10.491,4.322,10.36,29.458,12.388,0.886,70.908,16.318,63.662,32.861,3.475,29.347,37.773,33.603,33.304,67.891,32.108,43.456,31.9,24.642,0.275,0.129
champion-1,16,76561199075998902,0.396,33.333,0.155,27.5,40.833,421.7,44.294,10.664,3.951,17.639,41.682,7.833,0.791,64.982,11.245,51.645,43.942,4.412,27.32,40.891,36.301,30.219,67.573,32.426,44.61,31.417,23.972,0.096,0.131
champion-1,16,752e8af4aa4a43509dd61af4322a201a,0.428,15.555,0.373,28.518,15.833,391.6,38.372,13.736,3.741,15.013,39.099,10.307,0.607,67.269,15.747,56.338,39.76,3.9,34.706,35.293,35.582,32.554,71.542,28.457,49.984,29.073,20.941,0.193,0.177
champion-1,16,76561198027654621,0.436,53.333,0.24,11.666,42.333,294.7,43.435,12.799,2.372,8.269,32.319,6.549,0.478,64.26,9.24,55.501,41.401,3.096,32.971,35.929,32.98,34.943,69.711,30.288,51.693,28.317,19.989,0.138,0.18
champion-1,16,MidnaZG,0.489,23.333,0.195,29.166,19.5,423.1,39.248,10.259,4.421,13.525,33.437,10.549,0.86,69.913,15.925,57.745,37.617,4.637,33.573,35.367,32.653,36.404,69.824,30.175,45.751,31.194,23.054,0.274,0.117
champion-1,16,dylanbobber,0.386,21.666,0.238,27.222,22.333,401.9,54.605,10.12,3.954,11.008,30.302,11.632,0.67,68.321,14.505,60.248,36.436,3.314,33.807,31.929,33.856,32.959,69.844,30.155,45.403,30.57,24.026,0.118,0.141
champion-1,16,82feb54ae5a84738af4a3cd7c54a0261,0.387,40.625,0.199,25.0,19.999,365.2,50.823,8.477,4.29,8.985,25.839,16.183,0.855,68.143,16.565,56.429,40.056,3.514,31.758,33.255,35.575,33.184,71.211,28.788,45.551,30.585,23.863,0.285,0.118
champion-1,16,76561198002949927,0.4,18.333,0.18,30.833,17.666,357.1,36.92,11.34,3.459,10.036,27.827,9.942,0.76,65.821,10.227,55.473,39.476,5.05,43.592,28.171,31.274,39.437,74.67,25.329,53.918,28.793,17.287,0.2,0.1
champion-1,16,76561198440431302,0.481,46.875,0.36,14.583,28.333,421.0,65.472,9.682,4.222,11.671,31.476,10.658,0.954,66.756,13.448,56.128,38.532,5.339,31.837,37.866,36.417,33.413,66.638,33.361,46.722,28.94,24.337,0.133,0.173
champion-1,16,76561198132072484,0.28,28.571,0.14,28.571,25.0,311.2,38.02,9.96,3.74,6.137,24.376,11.98,0.959,59.36,8.188,59.843,34.677,5.479,32.506,41.03,28.826,41.29,61.611,38.388,46.112,29.223,24.664,0.32,0.26
champion-1,16,76561198989231585,0.382,32.142,0.346,8.333,22.5,288.2,12.87,8.004,2.617,12.008,31.501,16.001,0.401,61.913,8.318,58.156,36.051,5.792,33.37,33.848,32.672,36.128,72.108,27.891,45.937,33.531,20.531,0.033,0.126
champion-1,16,76561198989485137,0.6,49.166,0.3,14.166,33.0,392.9,35.58,9.539,4.36,9.109,28.752,14.45,0.7,67.347,17.205,49.307,43.005,7.687,34.104,34.258,37.367,32.229,73.786,26.213,49.098,28.866,22.034,0.179,0.18
champion-1,16,8e2e29dd108645d899a5b99cfae78e00,0.356,19.166,0.2,10.0,17.5,396.3,77.285,8.51,4.186,16.578,31.331,14.57,0.669,67.647,14.603,54.215,40.741,5.042,28.885,35.709,32.322,33.786,68.56,31.439,42.221,33.992,23.786,0.1,0.196
champion-1,16,b7fde496027b4ea4858da3b6e60bfe65,0.332,15.0,0.069,12.5,14.999,232.2,25.313,10.644,1.931,7.143,20.41,9.81,0.372,58.756,3.749,70.911,27.434,1.654,41.77,26.56,26.171,38.271,77.461,22.538,48.931,32.978,18.089,0.02,0.18
champion-1,16,76561199020740329,0.572,59.583,0.256,14.375,35.666,385.9,57.484,10.201,3.691,12.287,32.091,17.248,0.585,67.817,17.544,54.142,39.875,5.982,33.77,30.355,38.992,28.692,71.907,28.092,46.441,32.527,21.03,0.275,0.099
champion-1,16,c32796b08c194a80b4c9da346768d7a5,0.34,29.047,0.239,14.047,29.999,402.4,34.421,10.519,4.189,11.308,32.912,7.328,0.678,68.086,13.134,53.017,43.299,3.683,35.777,31.413,31.267,35.73,69.75,30.249,45.908,31.371,22.719,0.1,0.16
champion-1,16,2b9d4d00ee084447ba983a6be29e2db0,0.475,25.666,0.315,40.666,20.333,381.0,58.534,7.681,4.472,8.462,25.491,17.137,0.753,64.247,11.046,56.591,38.54,4.868,32.164,33.763,39.336,27.249,70.753,29.246,48.834,30.034,21.13,0.18,0.08
